County,Voters,M_18_24,M_25_34,M_35_44,M_45_64,M_67,F_18_24,F_25_34,F_35_44,F_45_64,F_67
AR,1080,8,20,29,60,29,10,19,33,66,31
AR,1593,17,31,38,86,66,16,31,40,82,51
AR,1002,7,25,32,37,28,6,26,29,57,22
AR,885,13,20,25,46,24,12,14,27,50,18
AR,1613,21,35,33,80,41,19,26,43,76,33
AR,1261,22,19,44,64,32,9,27,32,70,32
AR,1475,16,33,53,87,37,22,27,51,104,41
AR,110,3,3,4,5,2,3,0,6,12,3
AR,155,8,7,6,12,4,6,6,7,18,4
AR,1302,32,41,81,135,74,30,43,78,166,78
AR,872,19,38,43,84,48,14,32,40,125,62
AR,1498,50,52,84,203,87,41,45,93,177,105
AR,1594,38,68,74,177,80,48,66,90,192,90
AR,1473,61,93,82,184,68,53,75,83,168,92
AR,1341,21,42,55,115,57,16,39,44,108,62
AR,1415,20,40,53,100,50,27,33,46,98,47
AR,1518,23,42,48,93,28,21,36,36,89,23
AR,1389,17,37,54,89,49,20,20,46,111,42
AR,1389,24,49,49,93,52,29,38,43,101,56
AR,1465,27,40,92,137,78,26,60,89,136,74
AR,1526,48,74,99,163,63,43,79,75,181,80
AR,1584,25,48,73,161,75,28,48,70,166,85
AR,1403,29,63,74,149,64,42,60,69,143,67
AR,1330,16,40,59,146,65,19,50,66,149,79
AR,596,15,25,28,54,23,7,19,28,67,27
AR,930,19,29,39,84,43,12,31,34,93,37
AR,1143,29,41,53,86,45,33,41,48,104,67
AR,1033,22,37,47,84,44,20,32,39,85,64
AR,1024,18,53,49,94,43,16,33,45,92,57
AR,899,15,24,40,80,34,13,28,39,89,55
AR,1668,31,60,71,129,58,26,62,85,132,76
AR,596,16,24,35,53,29,14,29,22,57,24
AR,1149,25,48,47,102,30,18,39,43,91,43
AR,961,17,37,41,82,41,11,26,29,81,35
AR,1623,38,54,64,153,53,35,64,76,160,87
AR,1591,31,50,52,135,74,28,54,53,159,88
AR,1728,33,57,78,169,79,28,55,69,159,72
AR,1636,35,53,72,155,76,26,58,76,186,102
AR,1077,34,40,41,95,43,29,36,43,108,64
AR,1363,32,58,63,121,59,34,55,72,128,69
AR,1437,30,37,61,110,57,30,47,61,123,45
AR,1317,46,54,51,105,36,38,54,52,111,50
AR,1263,20,40,44,116,51,30,43,55,103,51
AR,1109,25,33,46,116,46,18,31,44,120,49
AR,1717,34,50,56,156,61,27,44,83,149,55
AR,1380,19,51,49,109,39,21,48,50,99,40
AR,1250,23,41,46,133,53,22,28,61,114,72
AR,1438,14,40,57,122,45,27,43,56,125,60
AR,1653,26,55,60,126,42,26,44,53,111,40
AR,1670,32,53,71,155,42,41,60,81,164,56
AR,1040,22,17,31,82,34,17,17,38,67,33
AR,272,8,8,9,28,10,2,10,11,19,10
AR,1299,30,36,36,74,26,26,33,39,68,22
AR,1726,18,57,48,132,42,27,56,51,118,39
AR,1043,17,35,27,82,23,21,31,22,71,28
AR,1468,19,50,53,115,46,26,38,55,110,45
AR,1290,22,41,51,97,38,27,42,57,86,37
AR,1688,18,34,35,75,26,18,30,33,73,32
AR,1035,17,35,24,53,17,10,32,27,64,24
AR,1075,28,43,33,105,65,22,37,41,120,54
AR,930,21,34,33,80,42,23,32,30,75,53
AR,1167,32,54,56,112,38,27,34,56,95,37
AR,1554,28,52,66,157,88,36,51,53,164,81
AR,1524,49,51,81,162,77,38,64,78,173,86
AR,1288,32,42,51,129,70,26,55,57,160,77
AR,195,7,13,9,27,15,4,1,6,29,14
AR,481,12,29,28,60,39,27,20,29,53,35
AR,119,2,9,6,15,13,2,7,6,15,11
AR,138,9,10,7,20,11,1,12,6,22,11
AR,1115,26,50,54,136,91,35,44,57,131,101
AR,464,8,21,16,60,32,13,19,17,65,40
AR,353,10,17,26,45,32,8,16,23,56,42
AR,162,4,5,9,22,13,8,10,5,13,12
AR,949,30,59,60,127,75,31,43,63,114,105
AR,945,36,48,56,132,69,18,37,54,97,80
AR,671,29,28,53,71,55,19,38,33,70,63
AR,235,7,8,18,37,24,6,5,16,33,37
AR,305,11,18,17,46,49,6,10,13,39,50
AR,156,7,4,19,21,19,7,10,14,23,21
AR,131,9,6,13,20,12,8,3,14,13,13
AR,624,16,32,48,89,52,26,42,45,108,63
AR,350,6,15,19,48,31,14,11,18,40,40
AR,259,8,14,17,24,15,7,6,11,25,11
AR,155,10,6,4,12,12,6,5,15,12,13
AR,81,1,2,4,16,6,0,3,5,7,9
AR,769,15,27,38,115,65,17,36,39,107,86
AR,416,6,14,29,47,28,9,12,35,50,31
AR,142,5,10,3,16,11,2,6,5,18,11
AR,147,6,7,12,17,8,4,13,7,21,6
AR,771,39,40,56,107,61,27,33,53,98,75
AR,252,8,16,12,37,16,5,15,19,36,26
AR,217,8,20,18,31,24,7,15,17,33,39
AR,233,8,18,7,36,27,9,14,8,27,30
AR,177,5,8,9,21,21,7,9,7,24,20
AR,134,5,6,7,20,10,4,7,8,21,10
AR,53,3,0,4,12,3,1,1,6,8,6
AR,271,4,13,14,33,31,7,13,9,38,35
AR,1410,31,61,92,195,93,46,57,79,197,142
AR,401,9,15,27,59,34,9,19,20,54,35
AR,93,3,6,4,13,10,3,5,4,13,12
AR,49,1,3,2,6,7,1,2,4,3,7
AR,127,4,5,8,19,16,4,8,7,18,11
AR,403,17,24,22,46,34,11,12,21,50,42
AR,534,9,18,21,54,29,14,10,19,51,38
AR,736,16,27,27,84,51,14,21,26,74,46
AR,212,9,8,11,23,8,3,7,11,22,14
AR,1517,32,76,86,187,69,33,68,93,178,99
AR,322,16,14,12,57,14,5,12,14,48,27
AR,289,7,11,21,39,24,8,5,22,37,34
AR,604,18,23,27,81,43,13,19,27,79,54
AR,72,5,7,4,15,12,1,3,4,13,17
AR,168,3,7,11,24,20,7,5,9,26,20
AR,378,17,20,26,50,38,9,23,23,50,35
AR,74,4,7,5,9,11,4,3,3,9,13
AR,72,7,10,9,13,6,5,3,3,11,6
AR,218,11,16,15,28,12,10,6,16,33,17
AR,769,20,42,42,115,63,22,38,45,111,92
AR,994,42,71,63,130,58,38,49,63,123,103
AR,536,22,23,26,77,49,14,20,34,65,60
AR,268,10,13,13,40,13,14,7,19,29,21
AR,181,8,11,7,30,16,6,11,9,25,19
AR,488,8,29,29,75,55,15,20,20,70,73
AR,412,16,17,21,58,38,13,15,22,51,36
AR,1534,33,61,74,207,92,33,61,65,195,124
AR,693,14,19,34,76,36,15,18,33,66,48
AR,700,20,26,50,97,74,16,22,37,102,97
AR,312,12,15,15,56,30,8,15,20,39,45
AR,38,1,3,3,8,5,0,3,2,3,9
AR,479,9,29,25,53,28,12,23,16,48,36
AR,245,8,8,5,24,12,4,4,10,23,13
AR,236,5,7,12,23,13,7,3,6,21,10
AR,435,14,31,29,62,21,15,21,22,55,25
AR,373,11,8,18,47,18,13,14,16,32,29
AR,1048,25,38,50,116,34,22,36,45,102,65
AR,1065,22,40,59,95,55,19,35,44,116,92
AR,500,18,25,24,46,35,15,22,26,49,54
AR,575,16,24,36,78,32,26,27,30,67,56
AR,245,10,18,17,40,19,10,15,14,31,36
AR,138,9,7,10,18,15,4,5,11,19,18
AR,286,10,14,20,37,26,11,13,11,40,46
AR,136,3,5,13,15,18,6,5,10,14,10
AR,194,5,9,15,35,18,7,13,10,19,30
AR,104,4,4,8,12,11,2,3,11,15,12
AR,122,6,8,7,11,23,7,3,8,13,22
AR,659,15,44,39,105,60,24,28,37,113,65
AR,148,2,9,12,17,17,3,7,5,20,24
AR,79,1,1,10,13,11,2,5,3,17,13
AR,101,2,4,8,12,8,6,7,4,22,20
AR,33,2,4,0,7,5,2,3,1,2,8
AR,612,19,33,50,80,68,25,28,42,90,86
AR,313,8,13,20,49,39,6,11,20,46,39
AR,276,3,17,16,36,20,5,10,11,39,38
AR,42,2,4,3,11,3,3,5,5,9,7
AR,1375,27,48,69,132,97,20,43,69,124,126
AR,1155,18,54,61,123,50,24,39,61,143,63
AR,1031,32,27,67,109,39,22,41,55,96,68
AR,837,36,40,54,96,36,29,50,37,101,52
AR,1131,34,42,58,111,72,25,42,56,129,112
AR,1183,55,71,70,120,48,40,56,65,119,69
AR,222,4,9,22,26,11,6,10,10,28,20
AR,1464,24,53,84,149,54,32,55,72,130,67
AR,856,39,43,35,98,36,20,38,32,95,57
AR,1565,29,54,67,141,60,25,34,44,131,81
AR,1347,25,42,42,110,56,19,45,43,95,53
AR,573,17,14,19,51,23,18,14,32,52,27
AR,1061,42,52,65,117,50,38,47,70,109,69
AR,974,24,37,36,102,47,23,40,45,84,54
AR,756,16,23,40,101,56,19,34,34,106,74
AR,705,15,33,42,80,51,21,26,47,92,56
AR,540,11,18,25,55,44,18,22,21,62,46
AR,86,6,4,5,14,6,4,6,6,13,8
AR,278,11,10,19,32,17,12,12,18,37,24
AR,195,7,13,8,26,14,5,15,10,23,11
AR,221,5,12,7,25,25,7,10,10,25,25
AR,380,10,19,22,54,40,13,8,19,47,48
AR,963,34,42,74,150,114,30,44,67,148,134
AR,243,11,3,19,46,32,6,6,11,42,39
AR,294,9,6,10,45,43,12,4,20,42,48
AR,146,5,11,12,26,14,4,6,11,32,29
AR,276,1,16,20,38,36,4,10,10,58,35
AR,163,3,8,11,29,35,1,6,3,32,41
AR,148,5,8,8,22,21,6,5,5,29,23
AR,484,7,26,31,66,60,14,20,24,69,60
AR,296,6,10,15,40,28,3,11,16,45,43
AR,79,3,2,8,15,14,3,4,3,10,17
AR,115,3,9,7,20,21,3,5,8,20,22
AR,345,15,8,26,35,39,8,17,22,45,53
AR,85,3,7,8,11,9,2,4,7,9,21
AR,139,2,12,7,22,9,5,8,7,24,26
AR,193,13,12,16,38,12,8,9,13,33,23
AR,176,9,9,12,21,21,6,7,12,25,21
AR,60,4,2,3,9,6,2,2,4,6,8
AR,225,6,11,14,33,20,5,8,13,30,23
AR,79,0,4,5,19,6,2,3,4,13,9
AR,103,3,5,6,9,8,2,5,6,8,11
AR,178,4,15,13,24,14,4,10,8,25,10
AR,1625,34,83,96,198,97,34,78,79,193,141
AR,419,8,12,23,41,17,8,9,18,41,29
AR,102,5,5,4,10,3,4,6,4,16,4
AR,1747,43,77,140,147,64,28,85,114,166,71
AR,1437,36,40,66,139,54,27,41,74,142,57
AR,1814,30,43,84,186,97,22,59,68,174,111
AR,1927,33,45,86,158,80,30,48,71,142,91
AR,1160,20,25,35,79,32,22,22,26,61,31
AR,1015,14,38,40,64,23,24,30,36,68,25
AR,998,34,35,63,106,59,31,48,42,97,76
AR,669,23,21,28,92,31,11,25,31,81,62
AR,948,49,46,74,86,45,40,44,52,93,64
AR,150,4,3,14,27,5,3,8,7,19,18
AR,571,11,33,39,109,72,12,25,29,112,88
AR,205,8,13,12,38,14,8,9,14,38,19
AR,1289,26,55,72,138,58,37,55,63,123,79
AR,326,10,14,17,36,19,8,10,22,30,11
AR,1523,43,67,77,176,92,28,67,66,180,113
AR,1643,59,78,83,175,77,45,67,77,168,82
AR,246,7,9,16,40,20,8,13,17,27,23
AR,202,2,5,6,21,14,0,8,8,29,12
AR,766,20,31,36,65,25,12,28,40,61,30
AR,803,13,30,39,81,41,16,31,22,89,72
AR,381,10,24,29,57,28,12,11,26,47,37
AR,203,2,8,5,28,13,8,6,7,22,15
AR,91,2,6,5,13,8,1,4,6,9,10
AR,151,3,10,6,20,12,3,7,6,18,13
AR,225,3,8,14,28,17,7,9,13,30,16
AR,85,6,3,3,13,7,2,7,3,12,9
AR,889,45,66,58,126,37,50,60,59,107,62
AR,778,36,44,33,91,28,22,40,46,78,37
AR,230,8,6,6,26,26,5,5,4,27,30
AR,315,5,9,10,40,29,7,8,10,30,35
AR,176,4,15,10,16,7,5,15,7,17,14
AR,224,4,9,5,26,16,3,9,17,27,22
AR,1279,22,60,61,144,75,27,50,68,128,101
AR,139,4,7,10,17,12,4,9,4,23,8
AR,131,2,7,6,22,5,1,1,4,13,9
AR,104,4,6,10,19,5,1,3,5,8,10
AR,347,10,9,18,41,25,4,10,13,46,24
AR,203,5,12,6,21,24,1,8,5,29,30
AR,170,3,3,10,17,15,3,3,8,13,19
AR,893,20,31,41,109,45,28,31,45,93,67
AR,958,31,43,41,100,38,24,52,40,99,40
AR,796,9,20,38,75,34,13,32,37,87,47
AR,424,11,17,28,59,30,11,12,21,53,40
AR,848,19,32,29,68,32,14,32,34,85,31
AR,885,23,42,37,81,24,26,45,42,80,26
AR,1517,38,71,108,198,95,37,73,112,198,123
AR,325,15,26,15,42,24,12,17,18,42,14
AR,566,24,24,21,63,24,17,17,29,51,32
AR,1749,47,59,80,148,69,33,58,68,157,82
AR,1632,29,48,77,149,66,28,57,70,136,80
AR,1036,48,44,54,115,50,27,41,52,91,62
AR,846,24,34,57,78,43,18,40,57,83,50
AR,1137,24,56,54,105,47,35,49,54,103,65
AR,906,35,49,75,124,70,28,68,61,130,96
AR,930,33,50,57,125,63,34,52,58,125,102
AR,1203,22,46,50,122,76,19,55,60,134,78
AR,630,12,32,39,70,26,23,34,25,71,44
AR,602,19,17,30,59,40,13,22,23,57,35
AR,371,9,18,10,40,20,11,11,15,32,29
AR,469,22,25,22,38,18,17,19,29,38,19
AR,161,6,4,5,15,21,4,6,3,10,18
AR,1241,25,60,68,133,66,32,51,60,108,71
AR,1240,40,71,56,139,40,26,60,57,131,56
AR,1011,18,52,40,125,68,28,55,48,111,86
AR,1152,36,45,49,122,62,24,48,55,113,89
AR,923,37,46,44,125,51,28,41,44,119,76
AR,764,25,45,51,81,56,16,34,53,86,50
AR,894,19,41,51,99,63,17,30,44,103,64
AR,903,24,52,51,122,57,21,42,50,122,56
AR,689,22,33,49,85,58,23,36,30,80,82
AR,1389,52,73,75,157,67,40,70,79,141,110
AR,1237,43,67,77,153,79,41,69,75,166,84
AR,789,28,39,53,85,31,24,42,41,79,49
AR,1371,20,37,51,115,61,14,32,61,104,59
AR,1354,23,23,41,100,37,18,24,49,84,55
AR,1882,50,86,83,167,57,51,70,92,156,76
AR,749,10,23,42,70,50,7,20,40,79,60
AR,1783,29,41,60,140,56,20,45,56,120,54
AR,289,14,24,27,39,30,16,13,20,42,35
AR,1828,42,63,107,217,84,37,61,101,215,130
AR,626,20,37,40,78,40,20,31,39,78,55
AR,122,5,5,6,18,16,6,3,8,15,24
AR,556,7,22,34,105,49,14,28,40,86,88
AR,620,23,39,35,102,57,15,26,29,99,71
AR,48,2,4,3,10,3,1,1,1,4,8
AR,1488,38,58,84,193,114,32,68,80,193,163
AR,973,35,56,52,124,61,44,38,56,111,72
AR,912,39,64,77,112,55,37,71,60,95,78
AR,342,11,28,20,61,34,13,29,12,45,35
AR,670,26,48,35,93,67,30,37,33,82,104
AR,536,19,40,34,86,33,26,33,35,78,54
AR,487,18,27,33,59,27,27,28,28,50,33
AR,236,6,12,15,26,14,4,7,18,24,15
AR,231,9,12,14,36,17,10,10,12,26,18
AR,88,4,0,6,16,2,4,8,4,7,1
AR,472,14,14,18,48,32,9,12,23,55,24
AR,207,6,16,7,30,21,7,8,10,31,22
AR,104,0,4,7,15,12,3,6,5,14,16
AR,292,9,11,18,38,21,9,15,16,38,42
AR,189,3,13,12,31,16,2,4,13,28,17
AR,115,4,10,6,18,8,2,1,11,19,14
AR,986,23,46,47,152,80,12,35,43,123,79
AR,611,15,32,32,95,56,18,20,33,88,81
AR,629,18,26,31,102,45,14,16,34,89,46
AR,923,17,23,42,87,60,18,33,29,80,62
AR,1309,42,44,58,110,53,22,48,51,108,40
AR,1599,35,66,68,122,58,33,58,51,125,65
AR,812,12,24,37,69,58,11,20,40,55,59
AR,989,21,65,55,97,37,24,45,49,98,55
AR,1165,29,49,50,121,43,17,35,40,104,38
AR,851,18,31,39,80,29,17,37,32,71,34
AR,1842,29,52,96,144,43,32,50,90,122,43
AR,1827,34,52,63,135,62,28,48,64,112,72
AR,1953,22,51,135,143,50,31,55,134,140,52
AR,1882,42,46,87,143,44,26,57,75,146,69
AR,1035,14,35,42,79,41,15,30,49,86,36
AR,1136,15,41,55,89,34,15,37,43,81,26
AR,832,16,29,34,63,21,6,28,31,55,29
AR,999,36,36,43,94,36,17,28,38,87,44
AR,905,22,28,36,88,31,9,28,32,81,32
AR,932,18,43,38,107,60,18,28,45,99,85
AR,229,5,10,11,27,18,5,9,7,25,16
AR,999,14,41,37,89,42,20,43,43,84,49
AR,1121,24,49,72,129,46,21,48,67,109,65
AR,980,58,72,63,129,60,45,47,58,123,97
AR,1166,42,58,83,126,63,39,51,84,116,91
AR,730,15,26,45,65,34,18,32,32,75,52
AR,462,14,21,21,44,22,12,24,23,41,29
AR,1434,35,52,64,160,57,32,49,75,152,82
AR,1249,37,51,66,172,70,24,64,69,160,103
AR,1327,21,46,62,111,50,25,41,60,100,58
AR,185,3,6,13,25,11,4,5,15,27,13
AG,1187,12,17,34,74,65,6,24,40,87,77
AG,1127,18,23,32,68,61,16,24,36,85,60
AG,1047,15,20,33,76,43,9,14,36,85,50
AG,1428,18,34,70,108,44,14,37,59,122,62
AG,1718,22,22,50,101,46,23,33,53,104,61
AG,1866,17,53,49,118,39,23,44,53,118,53
AG,1717,24,28,60,95,37,15,27,53,106,38
AG,1849,26,52,62,110,34,24,42,64,127,48
AG,1922,27,42,81,124,45,33,45,91,132,38
AG,1824,28,32,74,126,44,32,28,74,134,38
AG,1832,22,38,62,97,59,23,36,61,101,75
AG,1910,32,29,85,108,68,23,31,76,125,61
AG,1799,23,28,74,114,55,29,38,70,138,56
AG,1376,19,25,36,87,59,20,32,40,94,80
AG,1681,23,42,50,107,63,22,42,61,96,85
AG,1496,15,36,71,111,63,15,38,64,112,69
AG,884,10,19,27,64,30,7,18,27,79,43
AG,1672,18,35,53,100,73,24,26,70,109,97
AG,1632,16,29,62,110,57,23,52,45,120,62
AG,1509,25,36,49,91,34,16,25,57,80,47
AG,1140,13,24,48,38,39,12,30,29,56,43
AG,1743,21,31,73,102,54,22,42,81,133,50
AG,1674,14,31,58,76,41,17,36,59,107,28
AG,1719,11,32,67,82,58,17,28,59,97,50
AG,1736,17,50,56,109,49,13,42,66,124,45
AG,1813,15,46,59,115,36,28,47,62,121,46
AG,1751,22,34,57,95,54,21,30,72,132,73
AG,1799,29,29,60,93,56,29,23,48,120,59
AG,1876,32,52,51,140,40,23,41,67,152,40
AG,1823,21,55,82,108,43,24,49,68,128,43
AG,2021,42,46,53,145,42,41,36,64,135,48
AG,1833,20,32,83,91,51,23,45,82,107,34
AG,1923,33,41,85,138,61,37,44,84,144,63
AG,1726,19,21,68,77,61,22,32,52,99,65
AG,1607,18,34,84,85,60,16,28,72,115,47
AG,1916,18,55,103,118,51,25,52,77,130,46
AG,1971,30,63,126,148,60,28,73,123,161,44
AG,1844,29,45,85,110,41,21,46,97,129,40
AG,1473,15,30,38,92,37,15,37,47,98,39
AG,1597,12,35,54,81,47,18,32,54,91,39
AG,1839,39,38,63,127,55,22,43,78,124,61
AG,1755,26,25,57,104,51,17,31,61,132,67
AG,1434,14,27,72,93,56,13,32,69,106,44
AG,1619,17,43,51,90,74,16,46,68,95,83
AG,704,10,20,26,45,31,12,14,27,69,41
AG,1358,20,21,40,77,64,10,23,45,94,84
AG,1089,7,18,33,82,38,6,29,36,90,58
AG,1551,21,49,63,119,47,17,25,69,115,41
AG,898,14,14,34,60,36,8,19,31,55,35
AG,1091,17,24,53,89,29,23,24,48,84,32
AG,1714,18,45,84,92,66,10,51,69,137,54
AG,1420,21,41,44,114,56,20,24,43,123,60
AG,1067,8,13,32,64,51,15,26,34,74,56
AG,1724,13,58,68,132,31,23,52,55,139,37
AG,1597,17,42,69,115,28,24,48,62,139,21
AG,1756,17,55,88,129,38,21,56,81,138,34
AG,1674,20,39,88,72,56,19,26,91,89,38
AG,1644,16,33,76,63,44,20,34,81,82,39
AG,1772,22,37,71,119,32,28,41,72,106,26
AG,1874,22,37,99,88,61,20,52,95,117,56
AG,2020,36,41,107,133,55,26,61,106,132,43
AG,1779,19,41,77,95,65,27,45,68,106,59
AG,1566,23,20,74,74,35,20,32,67,110,35
AG,1740,41,33,76,121,53,32,37,70,107,37
AG,1595,23,23,76,87,52,15,23,74,94,54
AG,1741,35,53,48,164,44,14,54,58,181,50
AG,1897,25,38,54,119,76,14,42,71,118,70
AG,1510,24,24,56,83,62,26,32,62,110,69
AG,1423,17,27,49,87,42,7,22,63,93,76
AG,1230,12,25,48,89,35,21,32,53,103,55
AG,1724,19,35,54,130,41,26,37,53,140,51
AG,1984,36,50,87,143,46,22,46,85,136,54
AG,1707,19,32,56,109,45,23,34,61,106,50
AG,1806,28,42,48,124,13,31,33,53,148,37
AG,1442,11,32,36,74,39,17,33,44,109,47
AG,1646,18,23,64,108,55,24,36,47,114,83
AG,1552,24,39,41,109,40,14,24,45,111,58
AG,1880,30,22,84,124,21,30,39,94,130,33
AG,1339,21,26,47,77,30,25,29,43,94,28
AG,1318,19,34,33,81,27,18,39,36,96,24
AG,1665,22,18,82,102,70,11,32,71,115,77
AG,1637,17,39,53,109,57,16,41,59,124,49
AG,1744,15,35,63,105,68,17,31,65,110,73
AG,1769,16,34,84,92,72,23,37,77,124,63
AG,1601,23,36,52,86,53,22,31,46,104,59
AG,1742,25,35,73,88,48,23,43,63,105,56
AG,1650,18,29,84,94,56,17,33,79,108,47
AG,1381,21,16,62,79,63,10,35,61,109,61
AG,1667,21,33,70,101,55,17,36,66,127,65
AG,751,8,17,20,70,59,14,17,23,84,85
AG,868,10,18,26,86,56,15,19,35,97,55
AG,1153,27,26,41,105,82,21,31,47,120,90
AG,1677,37,54,58,192,23,21,59,57,229,16
AG,1577,26,38,58,162,53,24,32,60,203,34
AG,1453,16,32,53,142,50,23,37,57,162,34
AG,1475,23,42,62,126,64,31,36,73,167,54
AG,1132,29,36,40,115,37,24,20,54,121,43
AG,914,22,24,39,107,49,10,22,40,116,55
AG,1429,22,45,60,141,64,30,41,60,176,49
AG,1099,17,43,31,93,38,10,34,38,105,49
AG,1308,21,31,43,91,31,28,28,57,114,48
AG,1349,18,24,51,108,53,26,34,51,131,59
AG,1297,20,30,51,106,40,8,42,48,148,49
AG,1610,22,47,47,123,33,26,45,53,164,59
AG,1601,23,46,44,140,41,18,49,58,134,52
AG,1448,23,25,43,125,76,26,38,43,136,99
AG,387,7,18,19,43,25,11,17,20,46,18
AG,1030,19,28,24,88,64,16,23,28,116,72
AG,750,17,14,32,89,39,10,17,32,84,31
AG,961,30,31,44,103,49,13,32,47,115,42
AG,1207,13,39,38,124,39,18,34,31,134,40
AG,737,12,12,27,59,38,16,18,25,74,41
AG,513,10,20,24,57,29,7,23,15,68,39
AG,1251,20,24,34,106,93,21,27,43,146,81
AG,885,12,21,28,83,44,8,27,30,97,65
AG,1499,22,42,62,115,40,14,44,38,124,30
AG,1181,12,36,37,92,26,15,26,31,118,26
AG,1629,18,39,72,131,56,21,49,57,135,50
AG,1636,15,37,67,139,44,28,30,60,155,33
AG,1383,15,27,48,67,59,11,33,47,74,46
AG,1686,18,24,71,100,51,21,23,56,121,41
AG,1408,19,30,50,105,63,18,20,53,124,59
AG,1435,29,21,51,92,51,10,23,57,107,55
AG,1466,17,27,43,92,46,15,26,45,112,52
AG,1433,14,19,50,95,73,15,32,48,131,77
AG,1352,18,25,54,90,64,17,28,57,112,79
AG,1214,16,24,26,103,48,20,27,27,119,53
AG,1555,19,32,39,139,44,14,32,42,143,46
AG,1359,18,32,35,106,34,20,37,38,122,33
AG,1032,8,32,24,71,25,11,27,25,82,38
AG,861,16,22,35,91,30,13,21,31,78,46
AG,1909,25,37,49,131,53,34,28,67,135,62
AG,1427,23,23,47,107,68,16,24,55,125,71
AG,1374,31,33,49,125,39,26,24,45,111,47
AG,738,15,16,33,64,25,10,16,22,62,23
AG,1808,37,69,100,195,32,42,74,87,227,47
AG,1703,23,50,107,157,75,30,60,83,177,58
AG,1609,43,53,79,159,64,34,39,75,161,72
AG,779,16,19,53,75,36,6,16,35,84,42
AG,838,19,26,39,94,45,22,25,38,79,47
AG,674,17,22,33,76,39,5,19,31,64,50
AG,523,10,16,16,61,26,10,13,23,45,29
AG,491,10,26,20,59,30,13,15,13,51,45
AG,194,3,10,13,27,6,3,8,12,15,8
AG,1514,28,74,49,121,9,21,56,43,118,11
AG,1387,33,54,37,128,16,18,40,43,139,15
AG,1718,18,63,75,131,44,25,53,62,163,22
AG,1381,19,64,37,122,12,23,47,52,146,8
AG,1464,15,50,63,119,28,21,44,56,141,24
AG,1837,23,68,77,161,25,24,67,67,183,28
AG,1447,20,52,68,96,27,20,48,57,123,34
AG,957,13,46,42,84,14,14,55,34,108,14
AG,1157,10,44,61,75,19,21,41,48,108,20
AG,1122,18,37,44,100,19,20,45,30,129,19
AG,1166,13,49,50,83,28,15,40,60,91,30
AG,1317,9,42,62,107,38,19,42,50,136,29
AG,1298,18,49,73,119,23,16,61,58,129,28
AG,1630,28,79,57,155,13,34,63,43,180,7
AG,1344,26,42,76,122,21,16,45,63,130,16
AG,1678,22,50,81,135,28,20,66,66,147,26
AG,1046,23,47,42,105,15,19,52,41,107,10
AG,958,16,35,55,102,47,21,51,46,108,40
AG,700,14,27,40,78,25,14,26,34,76,37
AG,1309,21,34,54,128,71,24,39,65,138,66
AG,647,15,26,31,68,34,10,31,32,66,34
AG,301,7,12,18,41,14,3,12,20,32,19
AG,729,17,31,45,101,31,22,29,44,78,42
AG,207,5,9,16,26,13,5,12,17,23,9
AG,470,16,14,29,55,19,8,16,20,42,30
AG,1216,34,56,64,120,54,31,47,56,121,47
AG,1722,30,51,80,163,63,33,46,71,157,71
AG,1922,42,64,132,182,61,40,68,130,168,53
AG,1775,33,58,82,177,54,33,77,99,192,68
AG,1336,33,40,65,115,38,31,42,52,129,64
AG,978,22,40,51,117,52,17,34,55,99,56
AG,1053,18,32,52,119,55,18,25,42,116,58
AG,1398,37,54,78,181,64,31,45,60,137,82
AG,1037,31,32,57,99,41,22,30,44,113,41
AG,840,14,25,39,85,46,15,26,41,99,69
AG,999,10,37,34,92,26,24,38,28,125,30
AG,879,9,34,52,75,47,19,33,61,101,47
AG,633,11,20,32,60,21,17,30,35,79,34
AG,838,16,40,32,89,37,13,41,39,94,44
AG,947,13,48,32,97,12,14,44,49,115,19
AG,1078,20,61,55,116,13,31,50,64,140,16
AG,242,7,15,16,32,10,7,11,16,30,22
AG,616,12,24,35,82,36,18,18,30,76,40
AG,674,14,30,37,78,39,15,24,40,73,47
AG,1588,35,66,96,178,94,36,87,91,174,95
AG,1283,51,60,72,142,69,29,59,66,138,75
AG,751,19,30,41,93,36,24,37,31,102,46
AG,589,15,26,33,78,36,9,31,29,77,51
AG,810,12,24,36,115,54,16,28,33,100,55
AG,902,29,35,53,119,86,24,33,52,112,111
AG,347,13,23,21,53,36,8,25,18,51,39
AG,1918,43,63,98,227,85,40,71,89,182,87
AG,868,27,41,48,110,53,18,27,46,87,62
AG,622,13,18,49,81,35,20,19,36,58,54
AG,1230,43,50,62,161,77,31,54,74,157,95
AG,497,13,22,19,78,36,14,18,17,76,61
AG,912,45,48,58,118,80,27,47,55,109,119
AG,1026,29,37,45,131,58,25,31,32,111,72
AG,912,22,20,44,95,36,13,22,25,81,33
AG,1386,13,39,86,131,33,15,41,68,132,27
AG,1937,35,57,99,186,89,35,55,103,183,78
AG,1303,24,44,63,127,54,13,43,48,126,61
AG,1495,20,43,80,140,63,32,38,93,143,67
AG,794,28,25,57,85,47,20,26,50,96,45
AG,1568,34,51,63,177,69,26,43,62,152,66
AG,500,7,28,36,64,33,9,24,29,71,35
AG,763,22,19,34,88,45,20,13,50,69,37
AG,670,10,17,25,78,40,11,18,24,63,56
AG,592,18,27,34,79,46,14,25,35,78,50
AG,376,15,10,22,48,35,8,12,20,54,33
AG,1399,51,65,65,165,76,30,41,67,139,67
